district,traffic,weather,intervention,density,stress,roi
Bukit Bintang,8919.029114516636,1,2,11000,53.6,0.156
Cheras,7566.7571861022825,1,0,9500,46.8,0.0
Bukit Bintang,8132.429636084046,1,0,11000,49.7,0.0
Bangsar,4092.3281375294587,0,0,6500,29.5,0.0
Bukit Bintang,8471.608581999157,1,3,11000,51.4,0.0
Cheras,6082.075551651608,0,1,9500,33.4,0.072
Bukit Bintang,7212.295831147911,0,2,11000,60.1,0.021
Cheras,6716.3761708977345,1,1,9500,36.6,0.072
Cheras,5060.554289518421,0,2,9500,49.3,0.018
Bukit Bintang,8034.252696608408,0,2,11000,64.2,0.021
Bukit Bintang,8415.961541777748,2,2,11000,72.1,0.156
Cheras,6298.747719259317,1,1,9500,34.5,0.072
Bukit Bintang,8623.485931538185,1,3,11000,52.1,0.0
Bukit Bintang,6769.41318494992,0,0,11000,42.8,0.0
Bangsar,5173.490196888018,2,1,6500,49.9,0.049
Bangsar,5714.754045642236,1,1,6500,31.6,0.049
Cheras,6544.871006883197,2,1,9500,56.7,0.072
Bangsar,5246.792637505166,2,3,6500,56.2,0.0
Bangsar,5652.005462968821,1,1,6500,31.3,0.049
Bangsar,4629.704159833712,0,1,6500,26.1,0.049
Bangsar,5925.710279276676,1,0,6500,38.6,0.0
Cheras,5671.342210742618,0,3,9500,37.4,0.0
Bangsar,5178.060272782333,1,3,6500,34.9,0.0
Bukit Bintang,9111.987790206425,1,0,11000,54.6,0.0
Bukit Bintang,8850.142591900798,2,3,11000,74.3,0.0
Cheras,7339.293722094738,2,1,9500,60.7,0.072
Cheras,6523.751545235403,1,3,9500,41.6,0.0
Bangsar,6249.566376484998,2,1,6500,55.2,0.049
Cheras,6804.813171013879,2,1,9500,58.0,0.072
Bangsar,4240.492791619739,0,0,6500,30.2,0.0
Bukit Bintang,8827.060557167446,1,0,11000,53.1,0.0
Bukit Bintang,8593.451027828793,2,1,11000,67.0,0.083
Bangsar,5130.621512175369,0,0,6500,34.7,0.0
Cheras,7240.215783813929,2,2,9500,66.2,0.135
Cheras,7289.635518687116,1,1,9500,39.4,0.072
Bangsar,4555.12760989033,2,3,6500,52.8,0.0
Cheras,6975.8913603689425,2,2,9500,64.9,0.135
Cheras,6167.364765105728,2,1,9500,54.8,0.072
Bukit Bintang,9387.600936936598,2,2,11000,76.9,0.156
Bukit Bintang,6772.592429739016,0,0,11000,42.9,0.0
Bukit Bintang,7834.53068882262,1,3,11000,48.2,0.0
Cheras,7550.129653263015,2,1,9500,61.8,0.072
Bangsar,4799.135895905391,1,1,6500,27.0,0.049
Bangsar,5338.324764582328,1,3,6500,35.7,0.0
Bangsar,5931.084234021566,2,1,6500,53.7,0.049
Bangsar,6400.475954189557,2,2,6500,62.0,0.092
Cheras,6892.867842252509,2,3,9500,64.5,0.0
Bukit Bintang,9277.996581437454,1,2,11000,55.4,0.156
Bangsar,5379.742691490522,1,3,6500,35.9,0.0
Cheras,6728.870880125595,2,0,9500,63.6,0.0
Bangsar,5937.800136599438,2,2,6500,59.7,0.092
Bukit Bintang,8834.638907173394,1,3,11000,53.2,0.0
Bukit Bintang,8055.443814904763,1,2,11000,49.3,0.156
Bukit Bintang,8960.614899363882,2,1,11000,68.8,0.083
Cheras,6653.389083179572,1,3,9500,42.3,0.0
Bangsar,4789.468270084702,0,2,6500,47.9,0.012
Bukit Bintang,7335.617743579635,1,2,11000,45.7,0.156
Bangsar,4350.173138658367,0,3,6500,30.8,0.0
Bukit Bintang,8467.594349900563,1,1,11000,45.3,0.083
Bangsar,5593.055519326213,2,3,6500,58.0,0.0
Cheras,7008.0721566165175,1,1,9500,38.0,0.072
Bukit Bintang,8555.657006677875,1,3,11000,51.8,0.0
Bukit Bintang,7595.5607203908,1,3,11000,47.0,0.0
Cheras,7531.3687217226025,2,0,9500,67.7,0.0
Bangsar,5732.328709708146,2,0,6500,58.7,0.0
Bangsar,4252.424829730088,0,0,6500,30.3,0.0
Bangsar,4792.217762829767,1,0,6500,33.0,0.0
Bangsar,5981.313968032867,2,0,6500,59.9,0.0
Bukit Bintang,7657.241722266249,2,1,11000,62.3,0.083
Bangsar,4695.212272774854,0,0,6500,32.5,0.0
Bangsar,5444.772222597367,2,0,6500,57.2,0.0
Bukit Bintang,8973.676123162517,1,1,11000,47.9,0.083
Bangsar,5037.948640602867,2,2,6500,55.2,0.092
Cheras,6361.182670270262,0,1,9500,34.8,0.072
Bangsar,5967.839697834437,2,1,6500,53.8,0.049
Bangsar,4822.413058784232,2,1,6500,48.1,0.049
Bukit Bintang,9028.382048843567,2,0,11000,75.1,0.0
Bukit Bintang,7967.866735595848,2,3,11000,69.8,0.0
Cheras,5821.706509282094,1,1,9500,32.1,0.072
Bukit Bintang,8014.463962290245,2,1,11000,64.1,0.083
Bangsar,5857.084703803571,2,3,6500,59.3,0.0
Bangsar,6041.9870026653825,1,1,6500,33.2,0.049
Cheras,6579.14673991933,2,1,9500,56.9,0.072
Cheras,7140.793243421743,2,0,9500,65.7,0.0
Bukit Bintang,8088.487226784332,2,3,11000,70.4,0.0
Cheras,6477.709255895917,2,3,9500,62.4,0.0
Bangsar,6437.541641194514,2,3,6500,62.2,0.0
Bangsar,4675.883020272265,2,0,6500,53.4,0.0
Cheras,7110.896660522998,2,1,9500,59.6,0.072
Bangsar,5009.0528445168065,2,0,6500,55.0,0.0
Cheras,5691.697496323266,0,0,9500,37.5,0.0
Cheras,7009.247759512874,2,0,9500,65.0,0.0
Bukit Bintang,8275.42068456832,1,1,11000,44.4,0.083
Bangsar,4506.320518439338,0,2,6500,46.5,0.012
Cheras,6241.139359858177,0,1,9500,34.2,0.072
Cheras,6251.103074868707,2,2,9500,61.3,0.135
Cheras,6174.966881846616,0,1,9500,33.9,0.072
Bangsar,4219.3967251999375,0,1,6500,24.1,0.049
Cheras,7816.925169391974,1,0,9500,48.1,0.0
Bangsar,5530.185233031387,2,0,6500,57.7,0.0
Cheras,5954.158403843304,1,0,9500,38.8,0.0
Cheras,6070.975297958702,0,1,9500,33.4,0.072
Bangsar,5614.492222274401,1,2,6500,37.1,0.092
Bukit Bintang,8269.007977472984,1,1,11000,44.3,0.083
Cheras,6192.562436806291,2,3,9500,61.0,0.0
Bangsar,5760.042533050661,0,1,6500,31.8,0.049
Bukit Bintang,9169.232283765066,2,3,11000,75.8,0.0
Bangsar,5200.0874965537105,2,1,6500,50.0,0.049
Bangsar,5394.670721575086,2,1,6500,51.0,0.049
Cheras,5840.479282644754,0,0,9500,38.2,0.0
Bukit Bintang,8955.560371026435,1,2,11000,53.8,0.156
Bukit Bintang,8661.242498597294,2,0,11000,73.3,0.0
Cheras,6613.952949072378,1,1,9500,36.1,0.072
Cheras,6793.383401929675,2,1,9500,58.0,0.072
Bukit Bintang,9248.942055841171,2,0,11000,76.2,0.0
Bukit Bintang,8523.795661755346,1,0,11000,51.6,0.0
Cheras,6465.954935580335,1,3,9500,41.3,0.0
Bukit Bintang,8825.364733596629,1,0,11000,53.1,0.0
Bukit Bintang,8116.817937010455,1,0,11000,49.6,0.0
Bukit Bintang,7182.944421371344,0,0,11000,44.9,0.0
Bukit Bintang,8233.4509252905,1,3,11000,50.2,0.0
Cheras,7070.142357471902,2,3,9500,65.4,0.0
Bukit Bintang,7248.282015627785,0,2,11000,60.2,0.021
Bukit Bintang,7850.652629584474,0,3,11000,48.3,0.0
Bangsar,4137.973093917872,0,2,6500,44.7,0.012
Bangsar,5000.105898013221,2,2,6500,55.0,0.092
Bukit Bintang,8442.13706397477,2,0,11000,72.2,0.0
Bangsar,6077.995932933966,1,3,6500,39.4,0.0
Bangsar,5222.19479504923,2,0,6500,56.1,0.0
Bukit Bintang,8752.072408321763,1,1,11000,46.8,0.083
Bangsar,6176.897781868585,2,0,6500,60.9,0.0
Cheras,7269.994891669222,2,1,9500,60.3,0.072
Bukit Bintang,8452.299007642965,2,2,11000,72.3,0.156
Bukit Bintang,8224.057423505643,2,2,11000,71.1,0.156
Bangsar,6086.843657773087,1,3,6500,39.4,0.0
Bukit Bintang,8716.125803642255,2,2,11000,73.6,0.156
Cheras,5891.778450183142,2,3,9500,59.5,0.0
Bangsar,4426.841670680604,0,2,6500,46.1,0.012
Bangsar,4979.442533456625,0,3,6500,33.9,0.0
Cheras,7756.823940307881,2,3,9500,68.8,0.0
Bukit Bintang,7207.962397910873,0,0,11000,45.0,0.0
Cheras,7370.317082128494,1,0,9500,45.9,0.0
Bangsar,4823.406557621792,2,1,6500,48.1,0.049
Bukit Bintang,7231.685304233046,0,2,11000,60.2,0.021
Bangsar,5389.789181694442,2,0,6500,56.9,0.0
Bangsar,5376.2126633489,1,0,6500,35.9,0.0
Bukit Bintang,8580.543685024973,2,3,11000,72.9,0.0
Cheras,6534.872240389312,2,0,9500,62.7,0.0
Bangsar,6073.281204312734,1,3,6500,39.4,0.0
Bangsar,4569.889704394265,0,2,6500,46.8,0.012
Bukit Bintang,9225.946323882352,2,2,11000,76.1,0.156
Cheras,6438.409262497945,0,2,9500,56.2,0.018
Bangsar,6064.979997417661,2,1,6500,54.3,0.049
Cheras,7295.733542074468,2,2,9500,66.5,0.135
Bukit Bintang,7803.195117928523,0,3,11000,48.0,0.0
Bangsar,5956.697376410219,2,3,6500,59.8,0.0
Bukit Bintang,8643.31644035454,1,3,11000,52.2,0.0
Bangsar,6233.712702168953,1,3,6500,40.2,0.0
Cheras,5634.912519054027,0,3,9500,37.2,0.0
Bukit Bintang,8898.435470268967,1,2,11000,53.5,0.156
Cheras,7500.1319069176825,1,0,9500,46.5,0.0
Bangsar,4566.860652466784,0,3,6500,31.8,0.0
Cheras,7455.00028679942,2,0,9500,67.3,0.0
Bukit Bintang,7778.323948372757,1,3,11000,47.9,0.0
Cheras,6322.975172703844,2,1,9500,55.6,0.072
Bangsar,5631.10493370362,0,2,6500,52.2,0.012
Bangsar,4751.359376884215,0,0,6500,32.8,0.0
Cheras,6294.326089475325,2,0,9500,61.5,0.0
Bukit Bintang,8198.198871969342,2,1,11000,65.0,0.083
Bangsar,4713.023932662608,0,3,6500,32.6,0.0
Bangsar,5989.836245946876,1,2,6500,38.9,0.092
Cheras,7125.114029544604,1,1,9500,38.6,0.072
Cheras,6259.830486684192,1,2,9500,40.3,0.135
Bukit Bintang,6552.651847177698,0,3,11000,41.8,0.0
Bukit Bintang,7274.247277292254,0,1,11000,39.4,0.083
Bukit Bintang,8322.251525187707,2,0,11000,71.6,0.0
Bukit Bintang,7255.4223736246795,0,3,11000,45.3,0.0
Bangsar,3884.2399419884305,0,2,6500,43.4,0.012
Cheras,5744.416145195757,0,2,9500,52.7,0.018
Bangsar,5383.934946052972,1,1,6500,29.9,0.049
Bangsar,5266.664747746306,2,2,6500,56.3,0.092
Bangsar,4906.183604042467,2,3,6500,54.5,0.0
Bangsar,5127.703333127991,2,1,6500,49.6,0.049
Cheras,7925.7331183391625,1,3,9500,48.6,0.0
Cheras,5190.466185283731,0,3,9500,35.0,0.0
Bukit Bintang,8364.16768051109,2,3,11000,71.8,0.0
Bangsar,5115.964114067952,1,2,6500,34.6,0.092
Bukit Bintang,7615.178201088681,1,1,11000,41.1,0.083
Bangsar,5623.120230391408,2,2,6500,58.1,0.092
Bangsar,5818.753320412355,1,3,6500,38.1,0.0
Bangsar,5383.798231496519,2,0,6500,56.9,0.0
Cheras,6305.235866828205,1,2,9500,40.5,0.135
Bukit Bintang,8693.055077879424,2,2,11000,73.5,0.156
Bukit Bintang,8078.355863306052,2,1,11000,64.4,0.083
Cheras,7041.816965836821,2,3,9500,65.2,0.0
Bukit Bintang,9800.97440615489,2,1,11000,73.0,0.083
Bangsar,4710.894365009706,0,1,6500,26.6,0.049
Bukit Bintang,9191.864478561416,1,1,11000,49.0,0.083
Cheras,6809.578604505307,2,3,9500,64.0,0.0
Bukit Bintang,8167.933520533868,2,0,11000,70.8,0.0
Cheras,6400.370152812251,2,1,9500,56.0,0.072
Bukit Bintang,8400.00583169259,1,1,11000,45.0,0.083
Bukit Bintang,8676.705184322263,2,0,11000,73.4,0.0
Cheras,6944.661389266652,1,1,9500,37.7,0.072
Bukit Bintang,7894.41883132947,2,3,11000,69.5,0.0
Cheras,6460.095077639517,1,1,9500,35.3,0.072
Bukit Bintang,8113.25889721298,2,2,11000,70.6,0.156
Bangsar,4827.623262746568,2,2,6500,54.1,0.092
Bangsar,5438.948604898885,1,2,6500,36.2,0.092
Bukit Bintang,8925.841077330319,2,0,11000,74.6,0.0
Bangsar,4795.656002150368,1,3,6500,33.0,0.0
Bangsar,5559.953678066461,2,1,6500,51.8,0.049
Cheras,5879.969595274446,1,1,9500,32.4,0.072
Bukit Bintang,7299.744065281935,0,2,11000,60.5,0.021
Bangsar,4294.5594772422255,0,1,6500,24.5,0.049
Cheras,7499.365743986636,2,0,9500,67.5,0.0
Bangsar,4576.104836258142,2,0,6500,52.9,0.0
Bangsar,5048.424970517921,2,0,6500,55.2,0.0
Bangsar,4828.352165683322,2,0,6500,54.1,0.0
Bangsar,5267.63758951184,1,0,6500,35.3,0.0
Bukit Bintang,9196.039061788148,1,3,11000,55.0,0.0
Bukit Bintang,8169.460803513727,2,0,11000,70.8,0.0
Cheras,6073.452782802465,0,0,9500,39.4,0.0
Bangsar,4848.18185479503,0,1,6500,27.2,0.049
Bangsar,5781.682471437855,1,3,6500,37.9,0.0
Cheras,7099.927328206384,1,1,9500,38.5,0.072
Bangsar,4233.586049535808,0,1,6500,24.2,0.049
Bukit Bintang,8777.75518995757,1,2,11000,52.9,0.156
Cheras,5730.7576838980485,0,1,9500,31.7,0.072
Bukit Bintang,8205.748746302128,2,2,11000,71.0,0.156
Bukit Bintang,8126.408071556607,1,2,11000,49.6,0.156
Cheras,6070.822465422192,2,2,9500,60.4,0.135
Bangsar,5579.7618465293535,2,1,6500,51.9,0.049
Bukit Bintang,9152.019001804467,2,2,11000,75.8,0.156
Bukit Bintang,8848.897677965399,2,1,11000,68.2,0.083
Bukit Bintang,7925.921251218062,1,0,11000,48.6,0.0
Cheras,7815.102617976775,2,1,9500,63.1,0.072
Bukit Bintang,7339.660872902513,0,1,11000,39.7,0.083
Cheras,6069.557238511907,0,0,9500,39.3,0.0
Cheras,6991.794032302484,1,1,9500,38.0,0.072
Bukit Bintang,7158.633857785414,0,1,11000,38.8,0.083
Bukit Bintang,8326.145641680703,2,0,11000,71.6,0.0
Bangsar,5715.673818996595,0,3,6500,37.6,0.0
Bangsar,4537.80750980223,0,3,6500,31.7,0.0
Bangsar,5674.88705561326,1,1,6500,31.4,0.049
Bangsar,5733.241989420576,1,3,6500,37.7,0.0
Bangsar,5470.771804508701,2,3,6500,57.4,0.0
Bangsar,6324.674002272689,2,2,6500,61.6,0.092
Cheras,7589.469021690561,2,3,9500,67.9,0.0
Cheras,6704.83831200718,2,1,9500,57.5,0.072
Bangsar,6027.4153412199885,1,0,6500,39.1,0.0
Bangsar,4886.566135181152,2,3,6500,54.4,0.0
Bangsar,4017.9538230750627,1,2,6500,29.1,0.092
Cheras,7131.955879527407,1,1,9500,38.7,0.072
Bukit Bintang,8631.091068964257,2,2,11000,73.2,0.156
Cheras,6960.655029356923,2,1,9500,58.8,0.072
Bukit Bintang,7818.668586657625,1,0,11000,48.1,0.0
Bangsar,5801.527677942835,2,2,6500,59.0,0.092
Cheras,6138.361180735299,0,2,9500,54.7,0.018
Bangsar,5891.278179936974,1,3,6500,38.5,0.0
Bukit Bintang,6904.9657293301225,0,0,11000,43.5,0.0
Bangsar,5146.417431661657,1,0,6500,34.7,0.0
Bukit Bintang,8235.050058444116,1,0,11000,50.2,0.0
Bukit Bintang,8904.19288192234,1,3,11000,53.5,0.0
Bangsar,5553.6125637319665,2,2,6500,57.8,0.092
Cheras,7395.074108933182,2,1,9500,61.0,0.072
Cheras,7695.651318066561,2,1,9500,62.5,0.072
Bukit Bintang,9448.624984047281,2,3,11000,77.2,0.0
Cheras,5233.44278930965,0,2,9500,50.2,0.018
Bangsar,4665.473189096937,1,1,6500,26.3,0.049
Cheras,6303.925977286269,2,2,9500,61.5,0.135
Bukit Bintang,7390.010543501228,0,2,11000,61.0,0.021
Cheras,6801.932004594224,2,3,9500,64.0,0.0
Cheras,6196.6483472882,0,0,9500,40.0,0.0
Bukit Bintang,8673.922366469129,2,3,11000,73.4,0.0
Cheras,6766.787222974842,1,3,9500,42.8,0.0
Cheras,6815.131031711633,2,3,9500,64.1,0.0
Bukit Bintang,7726.013503008511,0,1,11000,41.6,0.083
Bangsar,5767.808327376985,0,0,6500,37.8,0.0
Bangsar,5112.891947314082,0,3,6500,34.6,0.0
Bukit Bintang,9082.589257536709,2,3,11000,75.4,0.0
Cheras,6078.821867657516,2,0,9500,60.4,0.0
Bukit Bintang,7872.20367455552,2,0,11000,69.4,0.0
Bukit Bintang,6729.217379223844,0,0,11000,42.6,0.0
Bangsar,6272.811223369683,2,0,6500,61.4,0.0
Bangsar,5221.921184261311,2,0,6500,56.1,0.0
Bangsar,4909.095663906717,2,0,6500,54.5,0.0
Cheras,6523.988334641939,2,3,9500,62.6,0.0
Cheras,6951.9646257088325,2,2,9500,64.8,0.135
Cheras,6934.458306378517,2,3,9500,64.7,0.0
Cheras,4198.456602732891,0,2,9500,45.0,0.018
Bukit Bintang,7828.198517432523,0,2,11000,63.1,0.021
Bukit Bintang,7822.030111228378,2,1,11000,63.1,0.083
Bukit Bintang,8925.825751601007,2,2,11000,74.6,0.156
Bangsar,5598.357238043751,1,3,6500,37.0,0.0
Bangsar,5366.052880550378,1,1,6500,29.8,0.049
Bangsar,5406.620303520284,1,0,6500,36.0,0.0
Bukit Bintang,7864.979153070659,1,2,11000,48.3,0.156
Bukit Bintang,6713.3661240935835,0,2,11000,57.6,0.021
Bangsar,4480.199787569524,0,3,6500,31.4,0.0
Bukit Bintang,8390.164266925085,1,3,11000,51.0,0.0
Bukit Bintang,7521.806533117658,0,1,11000,40.6,0.083
Cheras,5798.061030216139,0,2,9500,53.0,0.018
Bangsar,4786.162112576399,0,0,6500,32.9,0.0
Bangsar,5954.120408363924,2,2,6500,59.8,0.092
Bukit Bintang,8776.095757460595,1,2,11000,52.9,0.156
Bangsar,6198.409681613586,2,1,6500,55.0,0.049
Cheras,6172.959543597397,0,1,9500,33.9,0.072
Cheras,6897.854657849857,2,1,9500,58.5,0.072
Cheras,7190.757109396568,1,0,9500,45.0,0.0
Cheras,6531.208547849862,0,0,9500,41.7,0.0
Bangsar,5309.139968302947,1,0,6500,35.5,0.0
Cheras,7447.9329527136915,1,1,9500,40.2,0.072
Cheras,5426.389185583982,0,3,9500,36.1,0.0
Bukit Bintang,8604.144342238056,1,2,11000,52.0,0.156
Bangsar,6052.688682965903,1,3,6500,39.3,0.0
Bangsar,4881.172684483388,1,2,6500,33.4,0.092
Cheras,5790.120380921951,0,3,9500,38.0,0.0
Cheras,6766.590904723797,2,3,9500,63.8,0.0
Cheras,8336.719731732555,2,3,9500,71.7,0.0
Cheras,6430.374128049014,2,0,9500,62.2,0.0
Bangsar,4051.8406863555556,0,1,6500,23.3,0.049
Bangsar,4958.632693745582,0,3,6500,33.8,0.0
Cheras,7109.399905384812,1,0,9500,44.5,0.0
Bangsar,5045.2511742921515,2,2,6500,55.2,0.092
Bukit Bintang,8600.464293870895,1,2,11000,52.0,0.156
Bangsar,5753.091534512354,1,0,6500,37.8,0.0
Cheras,6729.510614762467,1,0,9500,42.6,0.0
Bangsar,6147.681883606699,2,3,6500,60.7,0.0
Bukit Bintang,7143.226747868419,0,0,11000,44.7,0.0
Cheras,6281.147243334219,2,3,9500,61.4,0.0
Cheras,5652.393147083526,0,3,9500,37.3,0.0
Bukit Bintang,9463.13966295324,1,2,11000,56.3,0.156
Bangsar,4799.554603109205,0,3,6500,33.0,0.0
Cheras,7273.070734973994,1,0,9500,45.4,0.0
Cheras,5857.839740043843,0,2,9500,53.3,0.018
Bukit Bintang,8670.350270432216,2,2,11000,73.4,0.156
Bangsar,6150.680128430436,2,0,6500,60.8,0.0
Cheras,7387.202641879472,1,2,9500,45.9,0.135
Cheras,6196.187925969435,2,1,9500,55.0,0.072
Cheras,6179.991094337814,2,1,9500,54.9,0.072
Cheras,6972.802042394692,2,3,9500,64.9,0.0
Bangsar,5637.490375722852,2,1,6500,52.2,0.049
Cheras,7230.160062105067,2,0,9500,66.2,0.0
Bangsar,5364.877168757398,2,0,6500,56.8,0.0
Cheras,6632.607225564352,0,0,9500,42.2,0.0
Bukit Bintang,8500.337233617223,1,3,11000,51.5,0.0
Bukit Bintang,7457.623427947495,0,3,11000,46.3,0.0
Cheras,6669.906354371578,2,3,9500,63.3,0.0
Cheras,6532.807121754193,0,3,9500,41.7,0.0
Bangsar,5179.520399734369,1,0,6500,34.9,0.0
Bangsar,5738.1586722270395,1,2,6500,37.7,0.092
Bukit Bintang,8823.18490268363,1,3,11000,53.1,0.0
Bukit Bintang,8875.383344533542,2,0,11000,74.4,0.0
Bangsar,4154.3163368723735,0,0,6500,29.8,0.0
Bukit Bintang,7880.78443185491,1,0,11000,48.4,0.0
Bukit Bintang,8612.983859638436,1,0,11000,52.1,0.0
Cheras,6344.436434919039,2,1,9500,55.7,0.072
Cheras,6229.579795584184,2,1,9500,55.1,0.072
Bukit Bintang,7972.13615930326,1,2,11000,48.9,0.156
Bangsar,5259.965193884883,0,0,6500,35.3,0.0
Bangsar,5293.663361782773,1,2,6500,35.5,0.092
Bukit Bintang,8048.505041479065,2,3,11000,70.2,0.0
Cheras,7673.6813668651985,1,2,9500,47.4,0.135
Bukit Bintang,8580.055590336915,2,2,11000,72.9,0.156
Bangsar,5635.802489424644,1,3,6500,37.2,0.0
Cheras,6649.33913129195,2,3,9500,63.2,0.0
Cheras,5818.885456551558,0,0,9500,38.1,0.0
Bangsar,5033.80808965885,0,1,6500,28.2,0.049
Bangsar,5610.362175432509,1,0,6500,37.1,0.0
Bangsar,4379.607487788772,0,3,6500,30.9,0.0
Cheras,6922.538398393055,2,3,9500,64.6,0.0
Bukit Bintang,9383.472973136613,1,2,11000,55.9,0.156
Bangsar,4287.445545465691,0,3,6500,30.4,0.0
Bangsar,4590.405782776106,2,1,6500,47.0,0.049
Bukit Bintang,7028.406741351067,0,2,11000,59.1,0.021
Bangsar,5860.845966157147,1,1,6500,32.3,0.049
Cheras,5385.070541933016,0,1,9500,29.9,0.072
Bukit Bintang,8560.815999084898,2,2,11000,72.8,0.156
Cheras,7278.55206132622,2,3,9500,66.4,0.0
Cheras,6262.979273246863,1,0,9500,40.3,0.0
Bukit Bintang,8823.38235432953,2,0,11000,74.1,0.0
Cheras,5734.987519076281,0,1,9500,31.7,0.072
Bukit Bintang,8812.009264952632,1,3,11000,53.1,0.0
Cheras,7425.461194695385,2,1,9500,61.1,0.072
Bangsar,5371.545862053021,2,2,6500,56.9,0.092
Bukit Bintang,8397.187285849723,2,1,11000,66.0,0.083
Bangsar,5336.59274861192,2,0,6500,56.7,0.0
Cheras,6904.072669894003,1,2,9500,43.5,0.135
Bangsar,4302.252339285591,0,1,6500,24.5,0.049
Bangsar,5631.67158128819,2,1,6500,52.2,0.049
Cheras,6492.217318952055,2,3,9500,62.5,0.0
Bukit Bintang,8493.652620909623,1,0,11000,51.5,0.0
Bukit Bintang,8801.752792823081,1,1,11000,47.0,0.083
Bangsar,4778.170037418171,2,3,6500,53.9,0.0
Cheras,7912.524540910043,1,2,9500,48.6,0.135
Bangsar,5584.984181773766,2,2,6500,57.9,0.092
Cheras,6379.365554816714,2,0,9500,61.9,0.0
Bukit Bintang,7968.951480357766,1,2,11000,48.8,0.156
Bangsar,4269.0928620368795,1,3,6500,30.3,0.0
Cheras,7521.9935207546105,2,2,9500,67.6,0.135
Cheras,6970.553061112164,2,1,9500,58.9,0.072
Bukit Bintang,7444.879669833189,0,0,11000,46.2,0.0
Bangsar,4702.249071095351,2,3,6500,53.5,0.0
Cheras,6329.599752266202,2,1,9500,55.6,0.072
Bangsar,5471.548147374712,2,1,6500,51.4,0.049
Bukit Bintang,7561.078734760393,2,0,11000,67.8,0.0
Cheras,6707.603601513822,2,0,9500,63.5,0.0
Bukit Bintang,7902.052544873949,1,1,11000,42.5,0.083
Bukit Bintang,8325.49322202699,1,0,11000,50.6,0.0
Bangsar,4200.865994902971,0,2,6500,45.0,0.012
Bukit Bintang,8618.290392988112,2,3,11000,73.1,0.0
Bukit Bintang,9482.148061337963,1,0,11000,56.4,0.0
Bangsar,6335.508866727389,1,3,6500,40.7,0.0
Cheras,5859.25549619118,0,2,9500,53.3,0.018
Bukit Bintang,8194.401793538567,2,1,11000,65.0,0.083
Cheras,5287.638893392537,0,3,9500,35.4,0.0
Bukit Bintang,7333.220709367012,0,0,11000,45.7,0.0
Bukit Bintang,8578.520331380465,1,0,11000,51.9,0.0
Bukit Bintang,8108.872948156221,2,2,11000,70.5,0.156
Bangsar,4689.892811840308,2,0,6500,53.4,0.0
Bukit Bintang,8637.586341596847,2,3,11000,73.2,0.0
Bangsar,4631.843452239792,0,3,6500,32.2,0.0
Cheras,6596.386063230768,2,0,9500,63.0,0.0
Bangsar,5794.02424504572,2,1,6500,53.0,0.049
Bukit Bintang,8606.395695403246,2,2,11000,73.0,0.156
Bangsar,3947.8085287091176,0,0,6500,28.7,0.0
Cheras,7730.143867428575,1,3,9500,47.7,0.0
Cheras,5283.902261977201,0,1,9500,29.4,0.072
Bangsar,4435.909230341588,0,1,6500,25.2,0.049
Cheras,6581.368491619034,0,0,9500,41.9,0.0
Cheras,6538.610459133779,2,0,9500,62.7,0.0
Cheras,6618.557081930581,2,2,9500,63.1,0.135
Cheras,7586.031070240994,2,0,9500,67.9,0.0
Cheras,5558.650645048384,0,0,9500,36.8,0.0
Bukit Bintang,7944.457931242955,1,3,11000,48.7,0.0
Bukit Bintang,7681.501145965304,0,1,11000,41.4,0.083
Bukit Bintang,8077.699981869818,0,2,11000,64.4,0.021
Bangsar,6110.750750773443,2,3,6500,60.6,0.0
Bangsar,5997.487976793994,1,1,6500,33.0,0.049
Bukit Bintang,9408.862949210612,2,0,11000,77.0,0.0
Bangsar,4393.718536347154,0,3,6500,31.0,0.0
Cheras,6062.152294944294,1,0,9500,39.3,0.0
Cheras,7592.379183231064,1,2,9500,47.0,0.135
Bukit Bintang,8882.80338130682,1,2,11000,53.4,0.156
Bangsar,5885.437336317585,2,0,6500,59.4,0.0
Cheras,6563.258965689903,2,1,9500,56.8,0.072
Cheras,7179.861192507127,1,2,9500,44.9,0.135
Cheras,7455.510536128203,1,3,9500,46.3,0.0
Bangsar,5419.340329441422,1,1,6500,30.1,0.049
Bukit Bintang,8341.998150193538,2,2,11000,71.7,0.156
Bukit Bintang,6641.1047758375025,0,3,11000,42.2,0.0
Cheras,5470.673192552723,0,2,9500,51.4,0.018
Bukit Bintang,6924.02613294661,0,3,11000,43.6,0.0
Bukit Bintang,7517.608106502343,0,2,11000,61.6,0.021
Bangsar,5270.6454150371555,2,1,6500,50.4,0.049
Bangsar,5785.030136209052,2,2,6500,58.9,0.092
Bukit Bintang,8315.5631535726,2,2,11000,71.6,0.156
Cheras,6639.391790697892,1,3,9500,42.2,0.0
Bangsar,4911.322907597559,2,0,6500,54.6,0.0
Cheras,7211.253335311177,2,1,9500,60.1,0.072
Bangsar,5394.567296329452,0,0,6500,36.0,0.0
Bukit Bintang,8550.086096226658,1,3,11000,51.8,0.0
Bukit Bintang,8702.943458678312,2,3,11000,73.5,0.0
Cheras,6304.157216471606,2,3,9500,61.5,0.0
Bukit Bintang,9094.62842544024,2,1,11000,69.5,0.083
Bangsar,3948.6748508424225,0,2,6500,43.7,0.012
Cheras,6561.243428260443,2,3,9500,62.8,0.0
Cheras,5795.925890347393,0,1,9500,32.0,0.072
